FECHA;DESCRIPCION;VALOR;ETIQUETA
14/08;CUOTA MANEJO TRJ DEB 08 25;10650.0;NO_HORMIGA
15/08;COMPRA EN  LAS HERMOS;12600.0;HORMIGA
16/08;COMPRA EN  PUNTO DE V;34900.0;NO_HORMIGA
16/08;COMPRA EN  HYM ARKAND;12900.0;HORMIGA
19/08;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
20/08;TRANSFERENCIA A NEQUI;50000.0;NO_HORMIGA
20/08;TRANSFERENCIA A NEQUI;9000.0;NO_HORMIGA
20/08;COMPRA EN  UNIVERSIDA;2800.0;HORMIGA
20/08;COMPRA EN  LAS HERMOS;5500.0;HORMIGA
20/08;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
21/08;COMPRA EN  TACO FACTO;22500.0;NO_HORMIGA
21/08;Recarga de Tarjeta Civica;3000.0;NO_HORMIGA
22/08;COMPRA EN  INVERSIONE;6800.0;HORMIGA
22/08;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
22/08;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
24/08;COMPRA EN  INVERSIONE;15500.0;HORMIGA
24/08;COMPRA EN  TIENDA D1;21190.0;NO_HORMIGA
24/08;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
24/08;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
25/08;PAGO QR  PIECES HMW M;20000.0;NO_HORMIGA
25/08;PAGO QR Guarapo de mi Tierra;6000.0;HORMIGA
25/08;TRANSF QR NEQUI LINA ALVAREZ;12000.0;NO_HORMIGA
25/08;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
25/08;COMPRA EN  UNIVERSIDA;4700.0;HORMIGA
25/08;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
27/08;TRANSFERENCIA A NEQUI;70000.0;NO_HORMIGA
27/08;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
27/08;COMPRA EN  UNIVERSIDA;3500.0;HORMIGA
28/08;PAGO QR Guarapo de mi Tierra;8000.0;HORMIGA
28/08;PAGO QR Guarapo de mi Tierra;6000.0;HORMIGA
28/08;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
28/08;COMPRA EN  UNIVERSIDA;2000.0;HORMIGA
28/08;Recarga de Tarjeta Civica;20000.0;NO_HORMIGA
29/08;PAGO QR Guarapo de mi Tierra;6000.0;HORMIGA
29/08;TRANSFERENCIA A NEQUI;17000.0;NO_HORMIGA
29/08;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
29/08;COMPRA EN  TOSTAO CAF;4800.0;HORMIGA
29/08;COMPRA EN  DOLLARCITY;6000.0;HORMIGA
29/08;COMPRA EN  UNIVERSIDA;3200.0;HORMIGA
1/09;TRANSFERENCIA A NEQUI;12000.0;NO_HORMIGA
1/09;COMPRA EN  RECANTO EA;8300.0;HORMIGA
1/09;COMPRA EN  PV DOGGER;10900.0;HORMIGA
1/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
2/09;PAGO QR BIOSALUD;8900.0;NO_HORMIGA
2/09;COMPRA EN  LAS HERMOS;4100.0;HORMIGA
2/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
2/09;Recarga de Tarjeta Civica;9000.0;NO_HORMIGA
3/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
3/09;Recarga de Tarjeta Civica;5000.0;NO_HORMIGA
4/09;COMPRA EN  FRISBY H30;22900.0;NO_HORMIGA
4/09;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
5/09;COMPRA EN  RECANTO EA;7300.0;HORMIGA
5/09;COMPRA EN  BIGOS EAFI;17000.0;NO_HORMIGA
8/09;COMPRA EN  CHIPSTATIO;17700.0;NO_HORMIGA
8/09;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
9/09;TRANSFERENCIA A NEQUI;12000.0;NO_HORMIGA
9/09;COMPRA EN  INVERSIONE;12400.0;HORMIGA
9/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
10/09;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
10/09;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
11/09;COMPRA EN  SUB EAFIT;14900.0;HORMIGA
11/09;COMPRA EN  UNIVERSIDA;2300.0;HORMIGA
12/09;COMPRA EN  UNIVERSIDA;4700.0;HORMIGA
12/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
12/09;COMPRA EN  RECANTO EA;9950.0;HORMIGA
12/09;COMPRA EN  FARMACIA P;7598.0;NO_HORMIGA
12/09;COMPRA EN  LAS HERMOS;7500.0;HORMIGA
12/09;Recarga de Tarjeta Civica;8000.0;NO_HORMIGA
12/09;CUOTA MANEJO TRJ DEB 09 25;10650.0;NO_HORMIGA
13/09;PAGO QR ROSA MISTICA;5000.0;HORMIGA
13/09;Recarga de Tarjeta Civica;6000.0;NO_HORMIGA
15/09;TRANSFERENCIA A NEQUI;7500.0;NO_HORMIGA
15/09;COMPRA EN  RECANTO EA;8300.0;HORMIGA
15/09;COMPRA EN  ALDEA NIKK;17700.0;NO_HORMIGA
15/09;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
15/09;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
15/09;Recarga de Tarjeta Civica;6000.0;NO_HORMIGA
16/09;PAGO QR Interactivafusion;8000.0;HORMIGA
16/09;COMPRA EN  BIGOS EAFI;17700.0;NO_HORMIGA
17/09;TRANSFERENCIA A NEQUI;17000.0;NO_HORMIGA
17/09;COMPRA EN  UNIVERSIDA;3000.0;HORMIGA
17/09;RETIRO CAJERO  CAJERO EAFIT BL;20000.0;NO_HORMIGA
18/09;COMPRA EN  FRISBY H30;22900.0;NO_HORMIGA
18/09;COMPRA EN  EXITO WOW;11800.0;NO_HORMIGA
18/09;COMPRA EN  MIMOS VIVA;6900.0;HORMIGA
18/09;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
19/09;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
19/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
19/09;COMPRA EN  RECANTO EA;2500.0;HORMIGA
19/09;COMPRA EN  PV DOGGER;11900.0;HORMIGA
21/09;TRANSFERENCIA A NEQUI;8900.0;NO_HORMIGA
22/09;COMPRA EN  FRISBY H30;22900.0;NO_HORMIGA
22/09;COMPRA EN  LAS HERMOS;5600.0;HORMIGA
22/09;Recarga de Tarjeta Civica;5000.0;NO_HORMIGA
23/09;TRANSFERENCIA A NEQUI;26000.0;NO_HORMIGA
23/09;TRANSFERENCIA A NEQUI;12000.0;NO_HORMIGA
23/09;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
24/09;COMPRA EN  MADELO UNI;12700.0;HORMIGA
24/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
25/09;COMPRA EN  INVERSIONE;5300.0;HORMIGA
25/09;COMPRA EN  UNIVERSIDA;2700.0;HORMIGA
25/09;COMPRA EN  INVERSIONE;5336.0;HORMIGA
25/09;Recarga de Tarjeta Civica;21000.0;NO_HORMIGA
26/09;PAGO QR Interactivafusion;8000.0;HORMIGA
26/09;COMPRA EN  TACO FACTO;22500.0;NO_HORMIGA
29/09;COMPRA EN  RECANTO EA;8300.0;HORMIGA
29/09;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
30/09;COMPRA EN  INVERSIONE;7200.0;HORMIGA
30/09;Recarga de Tarjeta Civica;12000.0;NO_HORMIGA
12/04;COMPRA EN  MULTIPLEX;8000.0;HORMIGA
15/04;TRANSFERENCIA A NEQUI;22000.0;NO_HORMIGA
21/04;TRANSFERENCIA A NEQUI;11000.0;NO_HORMIGA
25/04;COMPRA EN  LAS HERMOS;12600.0;HORMIGA
2/05;COMPRA EN  HOME FOOD;22000.0;NO_HORMIGA
5/05;TRANSFERENCIA A NEQUI;4300.0;NO_HORMIGA
5/05;COMPRA EN  HOME FOOD;22000.0;NO_HORMIGA
5/05;COMPRA EN  DUNKIN DON;5500.0;HORMIGA
5/05;COMPRA EN  INVERSIONE;12700.0;HORMIGA
7/05;COMPRA EN  RECANTO EA;5200.0;HORMIGA
7/05;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
7/05;COMPRA EN  LAS HERMOS;7500.0;HORMIGA
7/05;Recarga de Tarjeta Civica;20000.0;NO_HORMIGA
8/05;TRANSFERENCIA A NEQUI;7500.0;NO_HORMIGA
8/05;COMPRA EN  TIENDA D1;5600.0;HORMIGA
8/05;COMPRA EN  INVERSIONE;8800.0;HORMIGA
9/05;COMPRA EN  UNIVERSIDA;12200.0;HORMIGA
9/05;COMPRA EN  FRISBY H30;22500.0;NO_HORMIGA
9/05;COMPRA EN  UNIVERSIDA;2400.0;HORMIGA
10/05;COMPRA EN  DOLLARCITY;23000.0;NO_HORMIGA
10/05;COMPRA EN  INVERSIONE;26000.0;HORMIGA
10/05;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
11/05;TRANSFERENCIA A NEQUI;1000.0;NO_HORMIGA
11/05;TRANSFERENCIA A NEQUI;24000.0;NO_HORMIGA
14/05;COMPRA EN  FRISBY H30;22500.0;NO_HORMIGA
14/05;CUOTA MANEJO TRJ DEB 05 25;10650.0;NO_HORMIGA
15/05;TRANSFERENCIA A NEQUI;7200.0;NO_HORMIGA
15/05;COMPRA EN  CHIPSTATIO;17700.0;NO_HORMIGA
16/05;COMPRA EN  TACO FACTO;17700.0;NO_HORMIGA
16/05;COMPRA EN  UNIVERSIDA;7900.0;HORMIGA
16/05;COMPRA EN  RECANTO EA;5100.0;HORMIGA
16/05;COMPRA EN  LAS HERMOS;12600.0;HORMIGA
17/05;TRANSFERENCIA A NEQUI;50000.0;NO_HORMIGA
18/05;COMPRA EN  TIENDA D1;10100.0;HORMIGA
19/05;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
19/05;COMPRA EN  TACO FACTO;17700.0;NO_HORMIGA
19/05;Recarga de Tarjeta Civica;6200.0;NO_HORMIGA
22/05;COMPRA EN  LAS HERMOS;7500.0;HORMIGA
22/05;COMPRA EN  CHIPSTATIO;17700.0;NO_HORMIGA
23/05;COMPRA EN  FRISBY H30;22900.0;NO_HORMIGA
23/05;COMPRA EN  UNIVERSIDA;4800.0;HORMIGA
23/05;COMPRA EN  CHIPSTATIO;17700.0;NO_HORMIGA
23/05;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
24/05;TRANSFERENCIA A NEQUI;5000.0;NO_HORMIGA
24/05;TRANSFERENCIA A NEQUI;26600.0;NO_HORMIGA
26/05;COMPRA EN  TIENDA D1;19790.0;NO_HORMIGA
28/05;TRANSFERENCIA A NEQUI;7500.0;NO_HORMIGA
28/05;COMPRA EN  CHIPSTATIO;17700.0;NO_HORMIGA
30/05;Recarga de Tarjeta Civica;8000.0;NO_HORMIGA
30/05;RETIRO CAJERO  CAJERO MF HALL;20000.0;NO_HORMIGA
5/06;TRANSFERENCIA A NEQUI;24000.0;NO_HORMIGA
6/06;TRANSFERENCIA A NEQUI;4500.0;NO_HORMIGA
6/06;COMPRA EN  HYM VIVA E;54900.0;HORMIGA
7/06;COMPRA EN  FIRE HOUSE;163400.0;NO_HORMIGA
8/06;COMPRA EN  TIENDA D1;11390.0;HORMIGA
11/06;COMPRA EN  INVERSIONE;16400.0;HORMIGA
11/06;COMPRA EN  TIENDA D1;19180.0;NO_HORMIGA
12/06;TRANSFERENCIA A NEQUI;18000.0;NO_HORMIGA
13/06;CUOTA MANEJO TRJ DEB 06 25;10650.0;NO_HORMIGA
14/06;TRANSFERENCIA A NEQUI;7500.0;NO_HORMIGA
14/06;COMPRA EN  PTO DE VEN;6900.0;HORMIGA
19/06;TRANSFERENCIA A NEQUI;12000.0;NO_HORMIGA
20/06;COMPRA EN  TIENDAS D1;11950.0;HORMIGA
24/06;TRANSFERENCIA A NEQUI;22000.0;NO_HORMIGA
26/06;COMPRA EN  TIENDAS D1;14900.0;HORMIGA
3/01;TRANSFERENCIA A NEQUI;21500.0;NO_HORMIGA
10/01;CUOTA MANEJO TARJETA DEBITO;10650.0;NO_HORMIGA
20/01;COMPRA EN  TIENDA D1;27250.0;NO_HORMIGA
20/01;Recarga de Tarjeta Civica;12000.0;NO_HORMIGA
22/01;COMPRA EN  HOME FOOD;16500.0;NO_HORMIGA
22/01;Recarga de Tarjeta Civica;14000.0;NO_HORMIGA
29/01;COMPRA EN  TIENDA D1;5500.0;HORMIGA
30/01;COMPRA EN  INVERSIONE;6700.0;HORMIGA
30/01;COMPRA EN  EASY PRADO;19432.0;NO_HORMIGA
30/01;TRANSF QR;17700.0;NO_HORMIGA
30/01;Recarga de Tarjeta Civica;14000.0;NO_HORMIGA
31/01;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
4/02;COMPRA EN  INVERSIONE;6250.0;HORMIGA
5/02;PAGO QR Colectivo de Diseno;14700.0;HORMIGA
5/02;COMPRA EN  CHIPSTATIO;23900.0;NO_HORMIGA
6/02;COMPRA EN  INVERSIONE;6172.0;HORMIGA
6/02;COMPRA EN  ALDEA NIKK;17700.0;NO_HORMIGA
6/02;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
7/02;COMPRA EN  BIGOS EAFI;17700.0;NO_HORMIGA
9/02;COMPRA EN  INVERSIONE;14470.0;HORMIGA
10/02;COMPRA EN  UNIVERSIDA;6500.0;HORMIGA
10/02;COMPRA EN  UNIVERSIDA;2400.0;HORMIGA
10/02;Recarga de Tarjeta Civica;4000.0;NO_HORMIGA
12/02;PAGO QR TACO FACTORY;22500.0;NO_HORMIGA
13/02;PAGO QR  HOME FOOD CO;17700.0;NO_HORMIGA
13/02;TRANSFERENCIA A NEQUI;70000.0;NO_HORMIGA
13/02;Recarga de Tarjeta Civica;6000.0;NO_HORMIGA
14/02;CUOTA MANEJO TARJETA DEBITO;10650.0;NO_HORMIGA
18/02;TRANSFERENCIA A NEQUI;50000.0;NO_HORMIGA
19/02;COMPRA EN  CHIPSTATIO;32800.0;NO_HORMIGA
20/02;Recarga de Tarjeta Civica;20000.0;NO_HORMIGA
21/02;TRANSFERENCIA A NEQUI;3000.0;NO_HORMIGA
21/02;COMPRA EN  TACO FACTO;22500.0;NO_HORMIGA
22/02;TRANSFERENCIA A NEQUI;22000.0;NO_HORMIGA
22/02;TRANSFERENCIA A NEQUI;7000.0;NO_HORMIGA
24/02;COMPRA EN  TIENDA D1;17340.0;NO_HORMIGA
24/02;Recarga de Tarjeta Civica;10000.0;NO_HORMIGA
25/02;PAGO QR CENTRO VETERINARIO V;50000.0;NO_HORMIGA
26/02;PAGO QR Colectivo de Diseno;2800.0;HORMIGA
26/02;COMPRA EN  FRISBY H30;22500.0;NO_HORMIGA
26/02;COMPRA EN  CHIPSTATIO;23900.0;NO_HORMIGA
26/02;Recarga de Tarjeta Civica;25000.0;NO_HORMIGA
27/02;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
28/02;COMPRA EN  ALDEA NIKK;17700.0;NO_HORMIGA
1/03;COMPRA EN  MMO SANTA;6900.0;NO_HORMIGA
2/03;COMPRA EN  INVERSIONE;25850.0;HORMIGA
3/03;COMPRA EN  LAS HERMOS;11500.0;HORMIGA
3/03;COMPRA EN  EC EAFIT;30900.0;NO_HORMIGA
3/03;Recarga de Tarjeta Civica;25000.0;NO_HORMIGA
5/03;COMPRA EN  TIENDA D1;20480.0;NO_HORMIGA
5/03;COMPRA EN  TACO FACTO;21500.0;NO_HORMIGA
6/03;COMPRA EN  CHIPSTATIO;18900.0;NO_HORMIGA
7/03;COMPRA EN  TIENDA D1;1950.0;HORMIGA
7/03;COMPRA EN  ALDEA NIKK;17700.0;NO_HORMIGA
9/03;TRANSFERENCIA A NEQUI;8000.0;NO_HORMIGA
9/03;TRANSFERENCIA A NEQUI;39900.0;NO_HORMIGA
9/03;COMPRA EN  CREPES Y W;6900.0;NO_HORMIGA
10/03;COMPRA EN  FRISBY H30;22500.0;NO_HORMIGA
12/03;COMPRA EN  UNIVERSIDA;4800.0;HORMIGA
12/03;COMPRA EN  LAS HERMOS;5100.0;HORMIGA
12/03;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
13/03;COMPRA EN  INVERSIONE;7400.0;HORMIGA
13/03;COMPRA EN  HOME FOOD;17700.0;NO_HORMIGA
14/03;COMPRA EN  BIGOS EAFI;17700.0;NO_HORMIGA
14/03;CUOTA MANEJO TARJETA DEBITO;10650.0;NO_HORMIGA
17/03;COMPRA EN  TACO FACTO;22500.0;NO_HORMIGA
18/03;TRANSFERENCIA A NEQUI;48000.0;NO_HORMIGA
20/03;TRANSFERENCIA A NEQUI;13000.0;NO_HORMIGA
20/03;COMPRA EN  INVERSIONE;13950.0;HORMIGA
21/03;COMPRA EN  UNIVERSIDA;4900.0;HORMIGA
21/03;COMPRA EN  ALDEA NIKK;17700.0;NO_HORMIGA
21/03;Recarga de Tarjeta Civica;15000.0;NO_HORMIGA
24/03;COMPRA EN  TIENDA D1;19640.0;NO_HORMIGA
25/03;COMPRA EN  INVERSIONE;34845.0;HORMIGA
26/03;COMPRA EN  CHIPSTATIO;23900.0;NO_HORMIGA
26/03;Recarga de Tarjeta Civica;25000.0;NO_HORMIGA
27/03;COMPRA EN  INVERSIONE;5700.0;HORMIGA
27/03;COMPRA EN  FRISBY H30;22900.0;NO_HORMIGA
28/03;COMPRA EN  FRISBY H30;22900.0;NO_HORMIGA
28/03;COMPRA EN  LAS HERMOS;8100.0;HORMIGA
29/03;TRANSFERENCIA A NEQUI;7000.0;NO_HORMIGA
29/03;COMPRA EN  TIENDA D1;8970.0;HORMIGA
30/03;TRANSFERENCIA A NEQUI;25800.0;NO_HORMIGA
30/03;COMPRA EN  INVERSIONE;13500.0;HORMIGA
30/03;COMPRA EN  TIENDA D1;14430.0;HORMIGA
31/03;TRANSF QR MARIA ANTONIA SANT;16000.0;NO_HORMIGA
31/03;COMPRA EN  TACO FACTO;22500.0;NO_HORMIGA
